# 2016-08-02
# This file contains the log10 amplitude min and max values for 9 filter bands
# (rows) and 11 window lengths (columns). Measured trigger amplitudes between
# these limits are designated as teleseismic. If all 9 frequency band amplitudes
# are teleseismic for a time window length >= window_length[TFMinWindowIndex],
# and the low frequency amplitude to high frequency amplitude comparison is
# designated as teleseismic, then the trigger is designated as teleseismic.
# The low-to-high frequency amplitude test is
#     logPgv[TFLow] > TFM2 * logPgv[TFHigh] + TFB2
#
# (HHZ) Any channel with middle char='H' and sample rate >= 96
# min values
-5.156 -5.163 -5.158 -5.062 -4.792 -4.457 -4.232 -4.118 -4.055 -4.018 -3.977
# max values
-2.926 -2.962 -2.930 -2.961 -2.971 -3.008 -2.997 -3.063 -3.043 -3.058 -3.060
-2.856 -2.899 -2.866 -2.899 -2.889 -2.918 -2.918 -2.970 -2.949 -2.961 -2.962
-3.032 -3.012 -2.961 -2.952 -2.962 -2.972 -2.983 -2.987 -2.960 -2.971 -2.997
-2.754 -2.475 -2.356 -2.366 -2.283 -2.247 -2.259 -2.245 -2.198 -2.218 -2.255
-2.440 -2.265 -1.945 -1.842 -1.861 -1.681 -1.582 -1.555 -1.549 -1.565 -1.623
-2.040 -2.029 -2.007 -1.825 -1.600 -1.504 -1.568 -1.467 -1.279 -1.188 -1.166
-2.155 -2.001 -1.938 -1.888 -1.800 -1.637 -1.528 -1.482 -1.452 -1.481 -1.038
-2.386 -2.238 -2.125 -2.095 -2.043 -1.952 -1.859 -1.744 -1.630 -1.577 -1.351
-2.227 -2.201 -2.183 -2.202 -2.246 -2.266 -2.223 -2.125 -2.024 -1.933 -1.720

# (BHZ) Any type with samplerate >= 32 and < 96
# min values
-6.012 -5.906 -5.804 -5.736 -5.682 -5.654 -5.628 -5.632 -5.642 -5.627 -5.560
-5.882 -5.788 -5.692 -5.629 -5.575 -5.543 -5.521 -5.527 -5.535 -5.521 -5.450
-5.684 -5.602 -5.503 -5.431 -5.373 -5.348 -5.328 -5.330 -5.333 -5.313 -5.215
-5.516 -5.438 -5.336 -5.256 -5.195 -5.154 -5.129 -5.130 -5.131 -5.107 -5.003
-5.189 -5.034 -4.949 -4.794 -4.644 -4.546 -4.472 -4.474 -4.480 -4.477 -4.426
-5.110 -4.753 -4.570 -4.508 -4.505 -4.465 -4.276 -4.153 -4.073 -4.054 -4.056
-5.291 -5.198 -4.948 -4.693 -4.501 -4.404 -4.356 -4.370 -4.396 -4.406 -3.990
-5.147 -5.126 -5.025 -4.873 -4.685 -4.546 -4.455 -4.439 -4.452 -4.462 -4.099
-5.195 -5.198 -5.175 -5.140 -5.081 -4.997 -4.899 -4.836 -4.800 -4.777 -4.776
# max values
-3.984 -3.889 -3.719 -3.653 -3.624 -3.569 -3.513 -3.512 -3.497 -3.503 -3.478
-4.012 -3.892 -3.676 -3.579 -3.544 -3.484 -3.418 -3.410 -3.398 -3.402 -3.374
-3.934 -3.790 -3.514 -3.355 -3.303 -3.215 -3.129 -3.123 -3.114 -3.113 -3.080
-3.798 -3.648 -3.377 -3.143 -3.063 -2.975 -2.846 -2.838 -2.825 -2.823 -2.780
-3.426 -3.175 -2.992 -2.747 -2.560 -2.518 -2.409 -2.204 -2.170 -2.140 -2.086
-3.517 -3.139 -2.852 -2.592 -2.347 -2.185 -2.101 -2.062 -2.032 -1.850 -1.635
-3.883 -3.640 -3.337 -3.026 -2.744 -2.499 -2.280 -2.130 -2.038 -1.982 -1.693
-3.928 -3.801 -3.552 -3.220 -2.925 -2.679 -2.456 -2.289 -2.172 -2.082 -1.967
-4.048 -4.024 -3.953 -3.776 -3.487 -3.212 -2.964 -2.778 -2.637 -2.512 -2.213

# (BHZ) Any type with samplerate < 32
# min values
-7.074 -7.074 -7.074 -7.021 -6.942 -6.945 -6.911 -6.938 -6.927 -6.928 -6.860
-6.911 -6.911 -6.911 -6.890 -6.810 -6.813 -6.797 -6.823 -6.814 -6.816 -6.733
-6.702 -6.702 -6.702 -6.702 -6.636 -6.654 -6.665 -6.676 -6.667 -6.657 -6.534
-6.515 -6.515 -6.515 -6.547 -6.497 -6.486 -6.520 -6.530 -6.524 -6.507 -6.379
-6.123 -6.123 -6.123 -6.040 -5.924 -5.772 -5.726 -5.861 -5.880 -5.909 -5.874
-5.597 -5.597 -5.597 -5.665 -5.813 -5.847 -5.603 -5.428 -5.308 -5.401 -5.559
-5.909 -5.909 -5.909 -5.697 -5.560 -5.557 -5.618 -5.739 -5.820 -5.889 -5.415
-5.907 -5.907 -5.907 -5.875 -5.749 -5.675 -5.672 -5.756 -5.831 -5.918 -5.424
-5.918 -5.918 -5.918 -5.962 -6.037 -6.089 -6.073 -6.095 -6.106 -6.160 -6.369
# max values
-2.429 -2.429 -2.429 -2.354 -2.354 -2.271 -2.236 -2.201 -2.197 -2.200 -2.203
-2.444 -2.444 -2.444 -2.307 -2.303 -2.211 -2.154 -2.117 -2.108 -2.114 -2.123
-2.305 -2.305 -2.305 -2.071 -2.036 -1.903 -1.808 -1.784 -1.768 -1.784 -1.802
-2.192 -2.192 -2.192 -1.838 -1.757 -1.634 -1.470 -1.447 -1.419 -1.440 -1.445
-1.821 -1.821 -1.821 -1.491 -1.274 -1.282 -1.169 -0.828 -0.756 -0.723 -0.683
-1.832 -1.832 -1.832 -1.428 -1.036 -0.790 -0.784 -0.791 -0.784 -0.517 -0.181
-2.379 -2.379 -2.379 -2.016 -1.683 -1.337 -1.031 -0.767 -0.601 -0.515 -0.316
-2.676 -2.676 -2.676 -2.208 -1.856 -1.540 -1.250 -0.978 -0.782 -0.642 -0.687
-3.219 -3.219 -3.219 -2.951 -2.529 -2.117 -1.800 -1.525 -1.319 -1.142 -0.675
